Geography,Geographic Area Name,totalpop,hispanic_latino,white,black,american_indian,asian,native_hawaiian,other
1400000US06001441926,"Census Tract 4419.26, Alameda County, California",3836,835,381,127,8,2318,22,20
1400000US06001441927,"Census Tract 4419.27, Alameda County, California",4310,466,668,113,11,2847,20,43
1400000US06001441928,"Census Tract 4419.28, Alameda County, California",3392,337,481,140,10,2238,23,18
1400000US06001441929,"Census Tract 4419.29, Alameda County, California",3466,182,483,64,2,2602,1,16
1400000US06001442000,"Census Tract 4420, Alameda County, California",3236,125,456,24,2,2467,3,16
1400000US06001442100,"Census Tract 4421, Alameda County, California",5265,127,657,25,1,4333,4,7
1400000US06001442200,"Census Tract 4422, Alameda County, California",7454,394,1010,90,10,5744,13,36
1400000US06001442301,"Census Tract 4423.01, Alameda County, California",5046,719,824,118,16,3173,17,26
1400000US06001442302,"Census Tract 4423.02, Alameda County, California",6417,1075,822,331,14,3808,41,50
1400000US06001442400,"Census Tract 4424, Alameda County, California",6347,1583,1286,139,15,2893,49,96
1400000US06001442501,"Census Tract 4425.01, Alameda County, California",3543,737,732,84,10,1759,20,59
1400000US06001442502,"Census Tract 4425.02, Alameda County, California",3976,915,759,94,32,2006,23,10
1400000US06001442601,"Census Tract 4426.01, Alameda County, California",3854,600,1064,50,14,1856,19,27
1400000US06001442602,"Census Tract 4426.02, Alameda County, California",5314,1179,1244,143,9,2376,29,22
1400000US06001442700,"Census Tract 4427, Alameda County, California",3141,518,1082,49,6,1290,17,10
1400000US06001442800,"Census Tract 4428, Alameda County, California",2959,546,687,42,13,1489,13,16
1400000US06001442900,"Census Tract 4429, Alameda County, California",7661,1162,1493,113,8,4530,36,50
1400000US06001443001,"Census Tract 4430.01, Alameda County, California",2888,768,464,44,0,1461,1,24
1400000US06001443002,"Census Tract 4430.02, Alameda County, California",6650,1239,983,57,13,4132,8,17
1400000US06001443102,"Census Tract 4431.02, Alameda County, California",4942,191,623,27,10,3905,22,19
1400000US06001443103,"Census Tract 4431.03, Alameda County, California",3972,100,421,10,0,3360,0,15
1400000US06001443104,"Census Tract 4431.04, Alameda County, California",5901,250,670,34,10,4739,4,27
1400000US06001443105,"Census Tract 4431.05, Alameda County, California",4687,106,494,18,3,3940,3,6
1400000US06001443200,"Census Tract 4432, Alameda County, California",3553,94,523,23,2,2769,2,6
1400000US06001443301,"Census Tract 4433.01, Alameda County, California",4134,257,709,48,1,2957,10,16
1400000US06001443321,"Census Tract 4433.21, Alameda County, California",3511,179,282,30,12,2929,7,14
1400000US06001443322,"Census Tract 4433.22, Alameda County, California",3191,176,503,32,6,2370,1,2
1400000US06001444100,"Census Tract 4441, Alameda County, California",7703,1908,2186,193,12,2801,143,27
1400000US06001444200,"Census Tract 4442, Alameda County, California",6451,2150,1343,135,10,2339,85,31
1400000US06001444301,"Census Tract 4443.01, Alameda County, California",3617,1142,946,94,17,1146,59,27
1400000US06001444303,"Census Tract 4443.03, Alameda County, California",5,2,0,0,0,1,0,0
1400000US06001444304,"Census Tract 4443.04, Alameda County, California",7202,2361,799,258,12,3370,116,14
1400000US06001444400,"Census Tract 4444, Alameda County, California",5282,2472,839,185,14,1507,59,35
1400000US06001444500,"Census Tract 4445, Alameda County, California",6414,2549,914,247,10,2286,104,48
1400000US06001444601,"Census Tract 4446.01, Alameda County, California",6083,1207,1244,158,10,3009,84,37
1400000US06001444602,"Census Tract 4446.02, Alameda County, California",4777,571,674,196,5,3144,7,29
1400000US06001450101,"Census Tract 4501.01, Alameda County, California",6825,687,1545,378,18,3831,15,26
1400000US06001450102,"Census Tract 4501.02, Alameda County, California",8660,2082,2004,470,263,3496,41,28
1400000US06001450200,"Census Tract 4502, Alameda County, California",6456,842,2189,494,14,2419,26,50
1400000US06001450300,"Census Tract 4503, Alameda County, California",5548,871,2302,193,9,1804,11,38
1400000US06001450400,"Census Tract 4504, Alameda County, California",7675,1513,2707,237,15,2660,35,27
1400000US06001450501,"Census Tract 4505.01, Alameda County, California",3278,421,1566,50,6,987,17,15
1400000US06001450502,"Census Tract 4505.02, Alameda County, California",5754,500,2099,145,12,2605,11,25
1400000US06001450601,"Census Tract 4506.01, Alameda County, California",3480,315,1699,42,4,1209,9,15
1400000US06001450603,"Census Tract 4506.03, Alameda County, California",4905,541,2163,67,7,1801,9,32
1400000US06001450604,"Census Tract 4506.04, Alameda County, California",4898,484,2601,25,5,1438,4,34
1400000US06001450605,"Census Tract 4506.05, Alameda County, California",3937,356,2075,36,5,1249,5,11
1400000US06001450606,"Census Tract 4506.06, Alameda County, California",6026,367,2937,52,10,2317,9,17
1400000US06001450607,"Census Tract 4506.07, Alameda County, California",6054,1029,2611,245,26,1775,7,37
1400000US06001450608,"Census Tract 4506.08, Alameda County, California",4141,363,1731,56,8,1719,10,23
1400000US06001450609,"Census Tract 4506.09, Alameda County, California",4849,427,2296,86,5,1739,13,12
1400000US06001450701,"Census Tract 4507.01, Alameda County, California",8271,573,3912,121,8,3141,6,32
1400000US06001450741,"Census Tract 4507.41, Alameda County, California",5482,1004,2826,75,17,1151,17,90
1400000US06001450742,"Census Tract 4507.42, Alameda County, California",5439,539,2802,96,6,1627,2,47
1400000US06001450743,"Census Tract 4507.43, Alameda County, California",8901,992,1563,320,25,5616,16,54
1400000US06001450744,"Census Tract 4507.44, Alameda County, California",5987,461,2877,50,3,2307,9,32
1400000US06001450745,"Census Tract 4507.45, Alameda County, California",6374,401,1913,50,2,3718,1,39
1400000US06001450746,"Census Tract 4507.46, Alameda County, California",3238,301,1654,20,9,1062,2,10
1400000US06001450750,"Census Tract 4507.50, Alameda County, California",6790,568,1209,322,17,4290,16,55
1400000US06001450751,"Census Tract 4507.51, Alameda County, California",12411,467,1448,263,6,9692,17,25
1400000US06001450752,"Census Tract 4507.52, Alameda County, California",9846,509,1411,198,20,7224,13,60
1400000US06001451102,"Census Tract 4511.02, Alameda County, California",3955,452,2717,33,2,485,6,24
1400000US06001451103,"Census Tract 4511.03, Alameda County, California",1480,227,960,22,2,173,0,9
1400000US06001451104,"Census Tract 4511.04, Alameda County, California",7028,1279,3444,174,22,1625,20,39
1400000US06001451201,"Census Tract 4512.01, Alameda County, California",7271,1431,3729,139,25,1370,20,53
1400000US06001451202,"Census Tract 4512.02, Alameda County, California",5781,1060,2745,102,8,1479,9,26
1400000US06001451300,"Census Tract 4513, Alameda County, California",6435,1439,3790,80,13,633,15,38
1400000US06001451401,"Census Tract 4514.01, Alameda County, California",6053,1427,3261,147,11,812,25,28
1400000US06001451403,"Census Tract 4514.03, Alameda County, California",2175,554,1186,22,5,237,15,15
1400000US06001451404,"Census Tract 4514.04, Alameda County, California",6613,3243,2217,120,15,669,18,37
1400000US06001451501,"Census Tract 4515.01, Alameda County, California",4920,893,2896,120,3,677,6,28
1400000US06001451503,"Census Tract 4515.03, Alameda County, California",6520,1494,3540,152,17,856,15,41
1400000US06001451504,"Census Tract 4515.04, Alameda County, California",1657,330,888,68,6,216,5,30
1400000US06001451505,"Census Tract 4515.05, Alameda County, California",3177,439,2225,22,8,262,0,7
1400000US06001451506,"Census Tract 4515.06, Alameda County, California",3123,1115,1366,103,25,305,6,19
1400000US06001451601,"Census Tract 4516.01, Alameda County, California",5003,763,3387,88,5,427,5,24
1400000US06001451602,"Census Tract 4516.02, Alameda County, California",6631,1148,4363,96,13,586,13,28
1400000US06001451701,"Census Tract 4517.01, Alameda County, California",3270,650,1908,35,6,391,17,21
1400000US06001451703,"Census Tract 4517.03, Alameda County, California",3952,631,2319,46,6,697,8,12
1400000US06001451704,"Census Tract 4517.04, Alameda County, California",4572,742,2819,42,11,633,12,28
1400000US06001981900,"Census Tract 9819, Alameda County, California",49,14,29,0,0,1,1,0
1400000US06001982000,"Census Tract 9820, Alameda County, California",206,57,78,28,4,15,10,3
1400000US06001982100,"Census Tract 9821, Alameda County, California",1044,163,436,67,0,308,0,11
1400000US06001983200,"Census Tract 9832, Alameda County, California",834,79,419,112,3,166,2,3
1400000US06001990000,"Census Tract 9900, Alameda County, California",0,0,0,0,0,0,0,0
1400000US06003010000,"Census Tract 100, Alpine County, California",1204,84,801,10,214,12,0,7
1400000US06005000101,"Census Tract 1.01, Amador County, California",4009,336,3322,16,42,39,8,20
1400000US06005000102,"Census Tract 1.02, Amador County, California",1892,201,1499,6,36,24,2,12
1400000US06005000201,"Census Tract 2.01, Amador County, California",3156,343,2551,5,43,36,2,24
1400000US06005000202,"Census Tract 2.02, Amador County, California",1768,208,1397,7,16,18,2,15
1400000US06005000301,"Census Tract 3.01, Amador County, California",5726,1643,2752,989,84,77,18,40
1400000US06005000303,"Census Tract 3.03, Amador County, California",6321,974,4698,48,99,110,0,26
1400000US06005000304,"Census Tract 3.04, Amador County, California",4297,660,3177,30,68,60,18,23
1400000US06005000401,"Census Tract 4.01, Amador County, California",5146,681,3925,22,86,94,5,44
1400000US06005000402,"Census Tract 4.02, Amador County, California",4928,557,3858,63,55,61,15,33
1400000US06005000500,"Census Tract 5, Amador County, California",3231,411,2546,29,48,35,3,12
1400000US06007000102,"Census Tract 1.02, Butte County, California",4202,578,3060,29,34,167,17,32
1400000US06007000103,"Census Tract 1.03, Butte County, California",6087,1020,4266,56,27,354,8,30
1400000US06007000104,"Census Tract 1.04, Butte County, California",6153,1188,3981,98,50,351,47,29
1400000US06007000201,"Census Tract 2.01, Butte County, California",4470,851,3088,47,48,128,9,18
1400000US06007000202,"Census Tract 2.02, Butte County, California",4029,822,2608,104,84,106,13,16
1400000US06007000300,"Census Tract 3, Butte County, California",4740,1144,2934,68,63,194,7,28
1400000US06007000401,"Census Tract 4.01, Butte County, California",5099,1088,3202,81,34,334,16,35
1400000US06007000403,"Census Tract 4.03, Butte County, California",3429,688,2279,63,31,126,9,11
1400000US06007000404,"Census Tract 4.04, Butte County, California",4070,505,3196,28,14,79,8,21
1400000US06007000501,"Census Tract 5.01, Butte County, California",4939,1233,3129,82,15,142,13,24
1400000US06007000502,"Census Tract 5.02, Butte County, California",4900,1386,2583,186,34,359,63,27
1400000US06007000601,"Census Tract 6.01, Butte County, California",3386,518,2436,39,22,103,4,33
1400000US06007000603,"Census Tract 6.03, Butte County, California",3450,794,2191,68,22,120,9,9
1400000US06007000604,"Census Tract 6.04, Butte County, California",4571,1517,2249,180,20,292,15,19
1400000US06007000700,"Census Tract 7, Butte County, California",5081,722,3695,87,51,151,11,29
1400000US06007000800,"Census Tract 8, Butte County, California",5626,720,4300,35,43,119,15,47
1400000US06007000901,"Census Tract 9.01, Butte County, California",2799,406,2042,24,12,113,6,17
1400000US06007000903,"Census Tract 9.03, Butte County, California",7042,1571,4257,195,96,362,8,49
1400000US06007000904,"Census Tract 9.04, Butte County, California",6331,807,4811,53,37,241,7,34
1400000US06007001000,"Census Tract 10, Butte County, California",4979,1121,3208,101,31,116,9,53
1400000US06007001100,"Census Tract 11, Butte County, California",4568,1140,2776,144,48,179,11,26
1400000US06007001200,"Census Tract 12, Butte County, California",3488,708,2312,38,46,94,9,32
1400000US06007001300,"Census Tract 13, Butte County, California",4079,1220,2046,68,129,258,26,40
1400000US06007001400,"Census Tract 14, Butte County, California",6143,873,4678,60,33,140,0,28
1400000US06007001500,"Census Tract 15, Butte County, California",5504,807,4271,33,48,58,5,40
1400000US06007001601,"Census Tract 16.01, Butte County, California",1712,136,1392,12,13,19,2,20
1400000US06007001602,"Census Tract 16.02, Butte County, California",3740,349,2946,50,29,161,3,25
1400000US06007001702,"Census Tract 17.02, Butte County, California",3574,278,2944,11,51,35,7,18
1400000US06007001703,"Census Tract 17.03, Butte County, California",1741,154,1440,7,9,20,2,1
1400000US06007001704,"Census Tract 17.04, Butte County, California",3261,329,2569,21,35,41,0,31
1400000US06007001800,"Census Tract 18, Butte County, California",840,65,703,3,13,16,3,0
1400000US06007001900,"Census Tract 19, Butte County, California",675,64,560,0,0,7,0,4
1400000US06007002000,"Census Tract 20, Butte County, California",886,75,728,4,11,9,0,0
1400000US06007002100,"Census Tract 21, Butte County, California",926,97,746,4,1,12,0,2
1400000US06007002200,"Census Tract 22, Butte County, California",1799,133,1498,4,16,32,1,0
1400000US06007002300,"Census Tract 23, Butte County, California",1851,241,1482,6,9,13,3,5
1400000US06007002401,"Census Tract 24.01, Butte County, California",1418,120,1053,30,31,50,1,32
1400000US06007002402,"Census Tract 24.02, Butte County, California",3555,332,2639,54,123,137,8,21
1400000US06007002500,"Census Tract 25, Butte County, California",5008,1013,2623,136,118,705,13,21
1400000US06007002601,"Census Tract 26.01, Butte County, California",2474,225,1942,25,48,87,3,9
1400000US06007002602,"Census Tract 26.02, Butte County, California",3980,419,3050,37,72,118,9,25
1400000US06007002700,"Census Tract 27, Butte County, California",5833,762,3993,114,144,147,22,26
1400000US06007002800,"Census Tract 28, Butte County, California",4718,750,2898,203,122,232,14,25
1400000US06007002900,"Census Tract 29, Butte County, California",3315,324,1726,20,70,966,10,4
1400000US06007003001,"Census Tract 30.01, Butte County, California",3141,615,1510,219,84,422,6,10
1400000US06007003002,"Census Tract 30.02, Butte County, California",3508,646,1990,56,125,409,11,10
1400000US06007003100,"Census Tract 31, Butte County, California",4575,554,3182,43,172,259,6,31
1400000US06007003200,"Census Tract 32, Butte County, California",4352,1206,2441,41,156,207,3,16
1400000US06007003300,"Census Tract 33, Butte County, California",5071,935,3235,69,189,243,15,26
1400000US06007003400,"Census Tract 34, Butte County, California",2921,1146,1522,26,29,81,1,22
1400000US06007003501,"Census Tract 35.01, Butte County, California",3716,1284,1972,27,53,178,2,13
1400000US06007003502,"Census Tract 35.02, Butte County, California",5060,2697,1974,29,42,125,9,14
1400000US06007003600,"Census Tract 36, Butte County, California",3568,1102,2122,31,42,101,0,14
1400000US06007003700,"Census Tract 37, Butte County, California",5249,634,3173,71,171,815,9,32
1400000US06009000121,"Census Tract 1.21, Calaveras County, California",4354,531,3418,27,61,49,12,9
