"","state","1","2","3","4","5","6","7","8","9","10","11","12","<NA>"
"28","ND",2.75757575757576,2.24242424242424,2.09090909090909,2.54545454545455,2.57575757575758,2.66666666666667,3.27272727272727,2.3030303030303,2.96969696969697,2.42424242424242,2.60606060606061,1.75757575757576,NA
"29","NE",5.42424242424242,3.81818181818182,4.75757575757576,3.57575757575758,3.09090909090909,4.78787878787879,7.27272727272727,5.24242424242424,2.72727272727273,4.57575757575758,4.21212121212121,5.06060606060606,NA
"30","NH",2.12121212121212,2.48484848484848,3,3.21212121212121,2.12121212121212,3.12121212121212,2.63636363636364,2.42424242424242,2.78787878787879,3.18181818181818,1.63636363636364,2.54545454545455,NA
"31","NJ",33.7878787878788,31.3939393939394,31.3939393939394,29.8484848484848,35.5757575757576,33.5454545454545,34.8181818181818,38.6969696969697,35.1818181818182,35.9393939393939,32.6666666666667,32.4242424242424,NA
"32","NM",7.24242424242424,7.57575757575758,8.81818181818182,8.24242424242424,7.66666666666667,7.15151515151515,7.45454545454545,7.75757575757576,7.90909090909091,9,7.33333333333333,7.51515151515152,NA
"33","NV",9.15151515151515,10.1212121212121,13.0909090909091,9.90909090909091,10.2424242424242,9.75757575757576,11.6666666666667,13.7878787878788,12.0909090909091,12.8181818181818,12.969696969697,9.39393939393939,NA
"34","NY",27.9090909090909,28.7575757575758,28.7878787878788,27.4242424242424,38.6363636363636,43.4848484848485,32.030303030303,28.0606060606061,34.6060606060606,30.8181818181818,32.6363636363636,32.4848484848485,NA
"35","OH",45.8181818181818,23.3636363636364,24.7272727272727,53.7575757575758,44.6666666666667,19.7272727272727,38.8787878787879,42.7878787878788,25.2121212121212,23,73.030303030303,35.8484848484849,NA
"36","OK",12.4545454545455,10.3939393939394,11.4545454545455,15.8484848484848,11.8787878787879,9.33333333333333,16.030303030303,13.3333333333333,16.6060606060606,11.2424242424242,13.9090909090909,12.4848484848485,NA
"37","OR",6.90909090909091,8.81818181818182,9.48484848484848,11.8181818181818,8.21212121212121,6.84848484848485,11.6969696969697,10.3939393939394,11.2121212121212,9.36363636363636,6.51515151515152,13.6363636363636,NA
"38","PA",44.1515151515151,44.3030303030303,43.2121212121212,43.0909090909091,61.1515151515151,47.8484848484849,52.7878787878788,51.9090909090909,42.6969696969697,46.1818181818182,47.4848484848485,47.7878787878788,NA
"39","RI",3.06060606060606,3.60606060606061,5.03030303030303,3.6969696969697,3.12121212121212,3.36363636363636,3.48484848484848,3.03030303030303,3.45454545454545,3.54545454545455,3.09090909090909,3.78787878787879,NA
"40","SC",28.5151515151515,20.1818181818182,20.9393939393939,15.2121212121212,18.5151515151515,21.8787878787879,18.7575757575758,15.1212121212121,17,23.6363636363636,19.1818181818182,13.1818181818182,NA
"41","SD",2.48484848484848,3.24242424242424,3.81818181818182,3.27272727272727,3,3.57575757575758,2.96969696969697,2.21212121212121,2.90909090909091,4.12121212121212,2.96969696969697,2.63636363636364,NA
"42","TN",28.0606060606061,23.8484848484848,23.5454545454545,26.4242424242424,30,26.4545454545455,22.9393939393939,26.0909090909091,24.4848484848485,23.3939393939394,28.8181818181818,31.4848484848485,NA
"43","TX",88.8181818181818,92.6060606060606,97.3333333333333,86.8787878787879,89.5757575757576,81.8181818181818,75.4848484848485,93.7272727272727,98.1515151515152,91,93.2727272727273,98.4242424242424,NA
"44","UT",5.36363636363636,5.09090909090909,4.3030303030303,6.90909090909091,3.27272727272727,4.36363636363636,5.93939393939394,6.06060606060606,5.09090909090909,6.06060606060606,4.72727272727273,4.57575757575758,NA
"45","VA",26.1212121212121,24.4242424242424,30.7272727272727,21.4848484848485,19.0909090909091,16.030303030303,32,24.5151515151515,21.7272727272727,17.4242424242424,18.6060606060606,16.0606060606061,NA
"46","VT",0.848484848484849,0.878787878787879,0.454545454545455,0.454545454545455,1.09090909090909,0.575757575757576,0.424242424242424,1.09090909090909,0.545454545454545,0.757575757575758,0.818181818181818,0.696969696969697,NA
"47","WA",17.3333333333333,12.2424242424242,13.7878787878788,17.3333333333333,12.4242424242424,13.4545454545455,18.1818181818182,11.5454545454545,19.6060606060606,7.3030303030303,13.3939393939394,18.4848484848485,NA
"48","WI",17.5757575757576,15.1515151515152,13.9090909090909,16.3030303030303,15.7272727272727,15.969696969697,12.030303030303,13.969696969697,18.8787878787879,18.5454545454545,13.6969696969697,13.5151515151515,NA
"49","WV",8.36363636363636,7.54545454545455,7,6.66666666666667,5.87878787878788,8.84848484848485,7.84848484848485,8.6969696969697,8.3030303030303,8.72727272727273,6.48484848484848,6.54545454545455,NA
"50","WY",2.15151515151515,3.24242424242424,1.39393939393939,2.03030303030303,2.3030303030303,0.242424242424242,3.57575757575758,1.24242424242424,3.48484848484848,0.727272727272727,1.39393939393939,2.66666666666667,NA
